wdid,structureName,associatedAkas,ciuCode,structureType,waterSource,gnisId,streamMile,porStart,porEnd,division,waterDistrict,subdistrict,county,latdecdeg,longdecdeg,modified,,,,,,DITCH
5103555,GRAND ELK POND D,,A,RESERVOIR,TENMILE CREEK,178390,1.99,,,5,51,,GRAND,40.067339,-105.940211,2008-02-05T16:22:28.6630000,,,,,,
5103556,GRAND ELK POND E,,A,RESERVOIR,TENMILE CREEK,178390,2.59,2010-10-31T00:00:00.0000000,2011-10-31T00:00:00.0000000,5,51,,GRAND,40.066091,-105.934108,2008-02-05T16:22:27.1330000,,,,,,
5103557,GRAND ELK POND F,,A,RESERVOIR,TENMILE CREEK,178390,2.59,2010-10-31T00:00:00.0000000,2011-10-31T00:00:00.0000000,5,51,,GRAND,40.065685,-105.931957,2008-02-05T16:22:23.7270000,,,,,,
5103558,MARYVALE K-1A RESERVOIR,"CORNERSTONE, GRAND PARK",A,RESERVOIR,FRASER RIVER,178386,20.51,2014-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.93801,-105.801814,2018-10-11T15:52:22.2800000,,,,,,
5103559,MARYVALE K-1B RESERVOIR,CORNERSTONE/GRAND PARK,A,RESERVOIR,FRASER RIVER,178386,,2014-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.937246,-105.800202,2016-05-07T10:31:18.8070000,,,,,,
5103560,MARYVALE K-2 RESERVOIR,CORNERSTONE/GRAND PARK,A,RESERVOIR,FRASER RIVER,178386,,2017-11-30T00:00:00.0000000,2018-10-31T00:00:00.0000000,5,51,,GRAND,39.937246,-105.800214,2016-05-07T10:31:59.4400000,,,,,,
5103561,MARYVALE J-2 RESERVOIR,CORNERSTONE/GRAND PARK,A,RESERVOIR,FRASER RIVER,178386,,,,5,51,,GRAND,39.936733,-105.794988,2016-05-07T10:18:45.4900000,,,,,,
5103562,MARYVALE J-3 RESERVOIR,CORNERSTONE/GRAND PARK,A,RESERVOIR,FRASER RIVER,178386,,,,5,51,,GRAND,39.933871,-105.791806,2016-05-07T10:19:41.0930000,,,,,,
5103563,MARYVALE E-F RESERVOIR,CORNERSTONE/GRAND PARK,A,RESERVOIR,FRASER RIVER,178386,,,,5,51,,GRAND,39.93092,-105.785886,2016-05-07T10:14:58.5170000,,,,,,
5103564,MR-1 RESERVOIR,"CORNERSTONE/GRAND PARK, MARYVALE/RENDEZVOUS",A,RESERVOIR,FRASER RIVER,178386,,,,5,51,,GRAND,39.930955,-105.795424,2016-05-07T10:32:11.2200000,,,,,,
5103565,MR-2 RESERVOIR,"CORNERSTONE/GRAND PARK, MARYVALE/RENDEZVOUS",A,RESERVOIR,FRASER RIVER,178386,,,,5,51,,GRAND,39.932528,-105.797151,2016-05-07T10:32:19.7600000,,,,,,
5103566,MR-3 RESERVOIR,"CORNERSTONE, GRAND PARK, MARYVALE/RENDEZVOUS",A,RESERVOIR,FRASER RIVER,178386,,2014-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.937937,-105.800725,2016-05-07T10:32:31.4000000,,,,,,
5103567,MR-4 RESERVOIR,"CORNERSTONE, GRAND PARK, MARYVALE/RENDEZVOUS",A,RESERVOIR,FRASER RIVER,178386,,2014-10-31T00:00:00.0000000,2021-01-08T00:00:00.0000000,5,51,,GRAND,39.939077,-105.803863,2016-05-07T10:32:51.2630000,,,,,,
5103568,GCWSD WATER STORAGE RESERVOIR NO 1,GRAND COUNTY WATER & SAN DISTRICT,A,RESERVOIR,FRASER RIVER,178386,20.59,2008-06-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.93898,-105.798338,2015-08-18T09:34:31.7670000,,,,,,
5103569,GCWSD WATER STORAGE RESERVOIR NO 2,GRAND COUNTY WATER & SAN DISTRICT,A,RESERVOIR,FRASER RIVER,178386,20.54,2008-06-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.93946,-105.799303,2015-08-18T09:35:00.1130000,,,,,,
5103570,LINKE LAKE,,A,RESERVOIR,MULLER CREEK,178398,1.01,,,5,51,,GRAND,40.063305,-105.933226,2006-01-06T10:58:00.0000000,,,,,,
5103571,EAST POND,DEVILS THUMB RANCH,A,RESERVOIR,RANCH CREEK,180941,8.28,2006-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.966252,-105.775845,2018-10-11T15:52:22.2800000,,,,,,
5103572,WEST POND,DEVILS THUMB RANCH,A,RESERVOIR,RANCH CREEK,180941,8,2006-09-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.966327,-105.780741,2018-10-11T15:52:22.2800000,,,,,,
5103573,EMERALD POND NO. 1,,A,RESERVOIR,SKUNK CREEK,180916,2.55,,,5,51,,GRAND,39.961623,-105.899035,2019-03-12T17:49:44.1500000,,,,,,
5103574,WINTER PARK WSD RESERVOIR NO 2,WINTER PARK WATER & SANITATION DISTRICT,A,RESERVOIR,FRASER RIVER,178386,24.5,,,5,51,,GRAND,39.896158,-105.77013,2015-02-26T09:42:44.8330000,,,,,,
5103575,CRYSTALLINE POND NO 1,,A,RESERVOIR,HAMILTON CREEK,178423,1.49,,,5,51,,GRAND,39.999706,-105.771678,2011-04-01T07:51:40.0000000,,,,,,
5103576,CRYSTALLINE POND NO 2,,A,RESERVOIR,HAMILTON CREEK,178423,2.14,,,5,51,,GRAND,40.005185,-105.768741,2011-04-01T07:51:48.0000000,,,,,,
5103577,CRYSTALLINE POND NO 3,,A,RESERVOIR,HAMILTON CREEK,178423,2.13,,,5,51,,GRAND,40.004371,-105.769329,2011-04-01T07:51:57.0000000,,,,,,
5103578,CRYSTALLINE POND NO 4,,A,RESERVOIR,HAMILTON CREEK,178423,1.49,,,5,51,,GRAND,40.003108,-105.77085,2011-04-01T07:52:07.0000000,,,,,,
5103579,CRYSTALLINE POND NO 5,,A,RESERVOIR,HAMILTON CREEK,178423,1.52,,,5,51,,GRAND,40.001987,-105.770076,2011-04-01T07:52:17.0000000,,,,,,
5103580,CRYSTALLINE POND NO 6,,A,RESERVOIR,HAMILTON CREEK,178423,1.49,,,5,51,,GRAND,40.005785,-105.772087,2011-04-01T07:52:27.0000000,,,,,,
5103581,CRYSTALLINE POND NO 7,,A,RESERVOIR,HAMILTON CREEK,178423,1.52,,,5,51,,GRAND,40.002367,-105.769893,2011-04-01T07:52:38.0000000,,,,,,
5103582,CRYSTALLINE POND NO 8,,A,RESERVOIR,HAMILTON CREEK,178423,2.13,,,5,51,,GRAND,40.004645,-105.768653,2011-04-01T07:52:50.0000000,,,,,,
5103583,CRYSTALLINE POND NO 9,,A,RESERVOIR,HAMILTON CREEK,178423,2.13,,,5,51,,GRAND,40.004485,-105.7683,2011-04-01T07:52:58.0000000,,,,,,
5103584,CRYSTALLINE POND NO 10,,A,RESERVOIR,HAMILTON CREEK,178423,1.51,,,5,51,,GRAND,40.002302,-105.77015,2011-04-01T07:53:09.0000000,,,,,,
5103585,CRYSTALLINE POND NO 11,,A,RESERVOIR,HAMILTON CREEK,178423,2.13,,,5,51,,GRAND,40.00625,-105.769807,2011-04-01T07:53:19.0000000,,,,,,
5103586,CRYSTALLINE POND NO 12,,A,RESERVOIR,HAMILTON CREEK,178423,1.51,,,5,51,,GRAND,40.001887,-105.77018,2011-04-01T07:53:28.0000000,,,,,,
5103587,CRYSTALLINE POND NO 13,,A,RESERVOIR,HAMILTON CREEK,178423,1.46,,,5,51,,GRAND,39.999803,-105.773343,2011-04-01T07:53:39.0000000,,,,,,
5103588,CRYSTALLINE POND NO 14,,A,RESERVOIR,HAMILTON CREEK,178423,1.13,,,5,51,,GRAND,40.00007,-105.776591,2011-04-01T07:53:49.0000000,,,,,,
5103589,CRYSTALLINE POND NO 15,,A,RESERVOIR,HAMILTON CREEK,178423,1.13,,,5,51,,GRAND,40.000617,-105.776855,2011-04-01T07:54:00.0000000,,,,,,
5103590,SANBORN RESERVOIR,WATER RIGHTS CANCELLED,N,RESERVOIR,TENMILE CREEK,178390,13.86,,,5,51,,GRAND,40.004759,-105.951267,2015-02-26T09:52:38.6830000,,,,,,
5103591,RED TOP POND NO 1,,A,RESERVOIR,COLORADO RIVER,45730,266.29,,,5,51,,GRAND,40.173827,-105.90675,2012-02-16T14:45:13.3930000,,,,,,
5103592,WPCC STORAGE TANK,WINTER PARK CHRISTIAN CHURCH STORAGE TANK,A,OTHER,CROOKED CREEK,178413,1.22,,,5,51,,GRAND,39.993326,-105.864954,2012-03-05T10:07:57.0800000,,,,,,
5103593,SHOREFOX AUG POND NO 1,SUN RIVER RUN RANCH,A,RESERVOIR,WILLOW CREEK,173044,,,,5,51,,GRAND,40.115158,-105.943897,2017-10-02T10:20:04.6630000,,,,,,
5103594,SHOREFOX AUG POND NO 2,SUN RIVER RUN RANCH,A,RESERVOIR,WILLOW CREEK,173044,,2020-07-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.114367,-105.942584,2017-10-02T10:20:14.0300000,,,,,,
5103595,MORROW GRAVEL POND NO 1,PEAK MATERIALS LLC,A,RESERVOIR,CROOKED CREEK,178413,3.27,2012-05-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.968286,-105.848257,2018-10-11T15:52:22.2800000,,,,,,
5103596,RICHMOND POND,PITCHER DITCH,A,RESERVOIR,COLORADO RIVER,45730,282.28,2013-10-31T00:00:00.0000000,2013-10-31T00:00:00.0000000,5,51,,GRAND,40.288828,-105.857357,2018-10-11T15:52:22.2800000,,,,,,
5103597,STOWELL POND NO 1,CROOKED CREEK DITCH NO 1,A,RESERVOIR,CROOKED CREEK,178413,3.04,2019-05-31T00:00:00.0000000,2019-05-31T00:00:00.0000000,5,51,,GRAND,39.973883,-105.871067,2015-02-26T10:00:10.2730000,,,,,,
5103598,STOWELL POND NO 2,CROOKED CREEK DITCH NO 1,A,RESERVOIR,CROOKED CREEK,178413,3.04,,,5,51,,GRAND,39.973726,-105.870351,2015-02-26T10:00:31.5630000,,,,,,
5103599,CWP-FM RESERVOIR,GRAND PARK/TOWN OF FRASER,A,RESERVOIR,ELK CREEK,180948,1.11,,,5,51,,GRAND,39.933999,-105.812406,2013-03-18T16:10:34.7700000,,,,,,
5103600,GRAND COUNTRY POND NO 1,DRAKE,N,RESERVOIR,CROOKED CREEK,178413,1.21,,,5,51,,GRAND,39.997979,-105.889496,2018-04-07T10:40:49.9400000,,,,,,
5103601,COLUMBINE LAKE,,A,RESERVOIR,LITTLE COLUMBINE CREEK,178095,1.46,2013-05-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.257379,-105.850951,2018-10-11T15:52:22.2800000,,,,,,
5103602,C LAZY U KIDS FISH POND (WELL),C LAZY U RANCH HOLDINGS,A,WELL,GROUNDWATER: WILLOW CREEK,173044,,2013-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.157821,-105.985725,2019-03-19T08:54:03.9830000,,,,,,
5103603,GRAND CREEK RANCH RESERVOIR - UPPER,UPPER GRAND CREEK RANCH RESERVOIR,A,RESERVOIR,SKYLARK CREEK,175717,1.29,2016-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.948741,-106.147854,2019-02-01T11:12:04.8200000,,,,,,
5103604,GRAND CREEK RANCH RESERVOIR LOWER,LOWER GRAND CREEK RANCH RESERVOIR,A,RESERVOIR,SKYLARK CREEK,175717,0.38,,,5,51,,GRAND,39.959016,-106.149267,2019-02-01T11:13:26.7400000,,,,,,
5103605,SITZMARK POND NO 1,"GCWSD, GRAND COUNTY WATER & SAN DISTRICT",A,RESERVOIR,FRASER RIVER,178386,21.78,2016-10-31T00:00:00.0000000,2019-10-31T00:00:00.0000000,5,51,,GRAND,39.928137,-105.787176,2015-02-26T10:57:11.5800000,,,,,,
5103606,VILLAGE CORE POND,,A,RESERVOIR,FRASER RIVER,178386,25.52,2015-04-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.885015,-105.761713,2018-10-11T15:52:22.2800000,,,,,,
5103607,SHOREFOX DIVERSION NO. 3,SUN RIVER RUN RANCH,A,DITCH,COLORADO RIVER,45730,259.99,,,5,51,,GRAND,40.105782,-105.949118,2015-07-31T16:37:34.1170000,,,,,,
5103608,SOUTH SHOREFOX POND,"POND A, SHOREFOX, SUN RIVER RUN RANCH",A,RESERVOIR,COLORADO RIVER,45730,259.08,2015-05-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.099622,-105.960811,2018-10-11T15:52:22.2800000,,,,,,
5103609,SHOREFOX DIVERSION NO. 4,SUN RIVER RUN RANCH,A,DITCH,COLORADO RIVER,45730,258.93,,,5,51,,GRAND,40.104919,-105.966329,2015-07-31T16:37:55.0500000,,,,,,
5103610,SHOREFOX DIVERSION NO. 5,SUN RIVER RUN RANCH,A,DITCH,COLORADO RIVER,45730,259.62,,,5,51,,GRAND,40.106972,-105.955552,2015-07-31T16:37:43.8230000,,,,,,
5103611,NORTH SHOREFOX POND,"SHOREFOX, SUN RIVER RUN RANCH",A,RESERVOIR,COLORADO RIVER,45730,,,,5,51,,GRAND,40.112063,-105.950038,2017-10-02T10:18:34.5670000,,,,,,
5103612,BYERS PEAK PROPERTIES POND SYSTEM,,A,RESERVOIR,SAINT LOUIS CREEK,181304,0.93,2014-11-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.936873,-105.818877,2018-10-11T15:52:22.2800000,,,,,,
5103613,IKES POND NO 1,,A,RESERVOIR,SAINT LOUIS CREEK,181304,1.01,,,5,51,,GRAND,39.943915,-105.829438,2016-02-14T14:20:53.9170000,,,,,,
5103614,SHOREFOX DIVERSION NO. 1,SUN RIVER RUN RANCH,A,DITCH,COLORADO RIVER,45730,261.12,,,5,51,,GRAND,40.115509,-105.933986,2015-07-31T16:37:14.4570000,,,,,,
5103615,SHOREFOX DIVERSION NO. 2,SUN RIVER RUN RANCH,A,DITCH,COLORADO RIVER,45730,260.02,,,5,51,,GRAND,40.106184,-105.948466,2015-07-31T16:37:23.4530000,,,,,,
5103616,SHOREFOX FISH POND SYSTEM,SUN RIVER RUN RANCH,A,RESERVOIR,COLORADO RIVER,45730,260,,,5,51,,GRAND,40.105856,-105.948884,2015-07-31T16:38:06.3600000,,,,,,
5103617,SHOREFOX CUTTHROAT TROUT REFUGIUM,SUN RIVER RUN RANCH,A,RESERVOIR,COLORADO RIVER,45730,,,,5,51,,GRAND,40.110664,-105.953621,2017-10-02T10:21:39.8700000,,,,,,
5103618,FVMRD GOLF CLUB POND NO 1,FAIRWAYS AT POLE CREEK,A,RESERVOIR,POLE CREEK,180917,4.01,2018-10-31T00:00:00.0000000,2018-10-31T00:00:00.0000000,5,51,,GRAND,39.983041,-105.910337,2016-12-11T11:59:37.7930000,,,,,,
5103619,FVMRD GOLF CLUB POND NO 2,FAIRWAYS AT POLE CREEK,A,RESERVOIR,POLE CREEK,180917,,2018-10-31T00:00:00.0000000,2018-10-31T00:00:00.0000000,5,51,,GRAND,39.982862,-105.903272,2016-12-11T11:59:57.8770000,,,,,,
5103620,FVMRD GOLF CLUB POND NO 3,FAIRWAYS AT POLE CREEK,A,RESERVOIR,POLE CREEK,180917,,2016-05-01T00:00:00.0000000,2020-10-14T00:00:00.0000000,5,51,,GRAND,39.98292,-105.898131,2016-12-11T12:00:34.6570000,,,,,,
5103621,FVMRD GOLF CLUB POND NO 4,FAIRWAYS AT POLE CREEK,A,RESERVOIR,POLE CREEK,180917,,2018-10-31T00:00:00.0000000,2018-10-31T00:00:00.0000000,5,51,,GRAND,39.98265,-105.891148,2016-12-11T12:02:59.8170000,,,,,,
5103622,GRANDPA'S POND,KLOMP,A,RESERVOIR,SKUNK CREEK,180916,1.62,2017-05-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.967016,-105.885547,2018-10-11T15:52:22.2800000,,,,,,
5103623,PENNEY DITCH FISH POND NO 1 ENLARGEMENT,,A,RESERVOIR,COLORADO RIVER,45730,,,,5,51,,GRAND,40.18803,-105.858976,2017-09-13T08:03:23.0930000,,,,,,
5103624,VALLEY AT WINTER PARK POND,,A,RESERVOIR,SKUNK CREEK,180916,1.83,2020-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.972434,-105.89098,2019-01-13T14:16:28.9900000,,,,,,
5103625,DISCOVERY PARK POND,DISCOVERY PARK SNOWMAKING POND,A,RESERVOIR,FRASER RIVER,178386,25.1,,,5,51,,GRAND,39.888967,-105.77171,2019-02-17T09:31:27.4630000,,,,,,
5103626,REYNOLDS POND,WIDDIFIELD,A,RESERVOIR,COLORADO RIVER,45730,272.23,2020-04-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.186804,-105.860229,2019-10-30T15:19:23.8100000,,,,,,
5103627,CRESTVIEW RANCH RECHARGE SITE,ZOOK,A,RECHARGE AREA,SMITH CREEK,178403,,,,5,51,,GRAND,40.092296,-105.89701,2020-02-18T13:28:22.5100000,,,,,,
5103628,CRESTVIEW RANCH POND,ZOOK,A,RESERVOIR,SMITH CREEK,178403,4.98,,,5,51,,GRAND,40.09195,-105.896314,2020-02-18T13:34:17.0970000,,,,,,
5103629,HACKSTAFF POND,,A,RESERVOIR,FRASER RIVER,178386,0.32,2020-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.096302,-105.974314,2020-12-13T11:32:30.3070000,,,,,,
5103630,PENNEY DITCH FISH PONDS,,A,RESERVOIR,COLORADO RIVER,45730,272.2,,,5,51,,GRAND,40.185848,-105.857903,2021-02-18T10:14:11.7170000,,,,,,
5103644,ANDERSON RESERVOIR,,N,RESERVOIR,BULL RUN,175635,4.04,,,5,51,,GRAND,39.954155,-106.229588,2006-10-08T14:11:00.0000000,,,,,,
5103645,BRODERICK MILL POND PUMP & PIPELINE,,A,WELL,GROUNDWATER: FRASER RIVER,178386,,,,5,51,,GRAND,40.081527,-105.931504,2019-01-25T11:32:23.5800000,,,,,,
5103646,BUNTE RESERVOIR,,A,RESERVOIR,COYOTE CREEK,178082,1.72,1976-07-10T00:00:00.0000000,2009-10-31T00:00:00.0000000,5,51,,GRAND,40.127215,-105.994203,1999-02-19T00:00:00.0000000,,,,,,
5103647,CABIN CREEK RESERVOIR,,N,RESERVOIR,CABIN CREEK,178424,3.07,,,5,51,,GRAND,39.986185,-105.74371,2015-02-26T11:00:45.7130000,,,,,,
5103648,CAIRNS RESERVOIR,,N,RESERVOIR,NORTH INLET,177766,3.1,,,5,51,,GRAND,40.254565,-105.822319,2006-10-08T17:17:00.0000000,,,,,,
5103649,CAIRNS NO 2 RESERVOIR,,N,RESERVOIR,TONAHUTU CREEK,177767,1.82,,,5,51,,GRAND,40.274553,-105.815656,2015-02-26T11:01:39.7370000,,,,,,
5103650,CAIRNS NO 3 RESERVOIR,,N,RESERVOIR,NORTH INLET,177766,7.12,,,5,51,,GRAND,40.265899,-105.760725,2015-02-26T11:02:16.4070000,,,,,,
5103651,CAIRNS NO 4 RESERVOIR,,H,RESERVOIR,COLORADO RIVER,45730,272.84,,,5,51,,GRAND,40.207339,-105.842448,2016-01-10T12:39:23.2100000,,,,,,
5103652,CLAYTON RESERVOIR NO 1,,A,RESERVOIR,RANCH CREEK,180941,5.33,2005-10-31T00:00:00.0000000,2008-10-31T00:00:00.0000000,5,51,,GRAND,39.989049,-105.794059,1995-09-25T00:00:00.0000000,,,,,,
5103653,CLAYTON RESERVOIR NO 2,,H,RESERVOIR,RANCH CREEK,180941,5.33,,,5,51,,GRAND,39.989578,-105.791863,2015-02-26T11:07:54.1100000,,,,,,
5103654,COLE RESERVOIR,,A,RESERVOIR,BATTLE CREEK,173242,6.25,1976-07-25T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.933642,-106.174695,2016-01-13T11:21:12.0200000,,,,,,
5103655,CORONA RESERVOIR,,H,RESERVOIR,RANCH CREEK,180941,15.2,,,5,51,,GRAND,39.925306,-105.692406,1987-10-29T00:00:00.0000000,,,,,,
5103656,DALE RESERVOIR,,A,RESERVOIR,BATTLE CREEK,173242,6.32,1976-07-24T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.921773,-106.171532,1999-02-19T00:00:00.0000000,,,,,,
5103657,DEBERARD RESERVOIR,"BACK 9 DIVERSION, GRANBY RANCH/VAL MORITZ",A,RESERVOIR,DEBERARD DRAW,178394,1.25,2015-04-30T00:00:00.0000000,2015-10-31T00:00:00.0000000,5,51,,GRAND,40.062855,-105.897902,2014-01-29T13:12:28.7070000,,,,,,
5103658,EBY RESERVOIR,,A,RESERVOIR,REEDER CREEK,173211,6.73,1990-10-31T00:00:00.0000000,2006-10-31T00:00:00.0000000,5,51,,GRAND,39.990466,-106.291522,2015-01-28T16:28:48.9600000,,,,,,
5103659,F W LINKE RESERVOIR,,A,RESERVOIR,TENMILE CREEK,178390,8.33,1976-08-11T00:00:00.0000000,2018-10-31T00:00:00.0000000,5,51,,GRAND,40.040881,-105.934327,1988-09-30T00:00:00.0000000,,,,,,
5103660,F W LINKE NO 2 RESERVOIR,,A,RESERVOIR,MULLER CREEK,178398,1.97,1976-08-01T00:00:00.0000000,2020-07-31T00:00:00.0000000,5,51,,GRAND,40.055605,-105.951751,2018-10-11T15:52:22.2800000,,,,,,
5103661,F W LINKE NO 3 RESERVOIR,,A,RESERVOIR,TENMILE CREEK,178390,8.09,1976-08-01T00:00:00.0000000,2020-07-31T00:00:00.0000000,5,51,,GRAND,40.046797,-105.940222,2018-10-11T15:52:22.2800000,,,,,,
5103662,GREENWOOD RESERVOIR,,A,RESERVOIR,WILLIAMS FORK,173243,12.03,1981-10-31T00:00:00.0000000,2006-10-31T00:00:00.0000000,5,51,,GRAND,39.945004,-106.122766,1987-10-29T00:00:00.0000000,,,,,,
5103663,GREGERSON RESERVOIR,,A,RESERVOIR,COPPER CREEK,175634,2.44,1985-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,39.980204,-106.217407,1995-09-26T00:00:00.0000000,,,,,,
5103664,GUSTAFSON RESERVOIR,,A,RESERVOIR,JOHNSON GULCH,173281,2.41,1996-10-31T00:00:00.0000000,2019-10-31T00:00:00.0000000,5,51,,GRAND,39.995981,-106.235996,2005-01-05T12:34:00.0000000,,,,,,
5103665,HANKINSON RESERVOIR,,A,RESERVOIR,WALDEN HOLLOW CREEK,178422,3.31,1976-08-01T00:00:00.0000000,2016-10-31T00:00:00.0000000,5,51,,GRAND,40.100662,-105.844806,2018-10-11T15:52:22.2800000,,,,,,
5103666,HOCKETT RESERVOIR,,A,RESERVOIR,REEDER CREEK,173211,7.47,1990-10-31T00:00:00.0000000,2004-10-31T00:00:00.0000000,5,51,,GRAND,39.980553,-106.294919,1988-09-30T00:00:00.0000000,,,,,,
5103667,HUDLER RESERVOIR NO 1,,N,RESERVOIR,WILLOW CREEK,173044,3.88,1996-10-31T00:00:00.0000000,1996-10-31T00:00:00.0000000,5,51,,GRAND,40.183419,-105.936472,2018-11-27T15:16:05.8970000,,,,,,
5103668,HUDLER RESERVOIR NO 2,,N,RESERVOIR,WILLOW CREEK,173044,3.88,,,5,51,,GRAND,40.183419,-105.936472,2018-11-27T15:15:25.4730000,,,,,,
5103669,HUDLER RESERVOIR NO 3,,N,RESERVOIR,WILLOW CREEK,173044,3.88,,,5,51,,GRAND,40.186917,-105.940298,2018-11-27T15:15:46.1000000,,,,,,
5103670,HUDLER RESERVOIR NO 4,,N,RESERVOIR,WILLOW CREEK,173044,3.88,,,5,51,,GRAND,40.186917,-105.940298,2018-11-27T15:15:57.9000000,,,,,,
5103671,HUDLER RESERVOIR NO 5,,N,RESERVOIR,WILLOW CREEK,173044,8.08,,,5,51,,GRAND,40.18701,-105.949749,2018-11-27T15:13:28.0970000,,,,,,
5103672,HUDLER RESERVOIR NO 6,,N,RESERVOIR,WILLOW CREEK,173044,0,,,5,51,,GRAND,40.082751,-105.960308,2018-11-27T15:13:44.4530000,,,,,,
5103673,HUDLER RESERVOIR NO 7,,N,RESERVOIR,WILLOW CREEK,173044,5.72,,,5,51,,GRAND,40.168979,-105.958897,2018-11-27T15:13:54.8770000,,,,,,
5103674,HUDLER RESERVOIR NO 8,,N,RESERVOIR,WILLOW CREEK,173044,5.72,,,5,51,,GRAND,40.168979,-105.958897,2018-11-27T15:14:09.1800000,,,,,,
5103675,HUDLER RESERVOIR NO 9,,N,RESERVOIR,WILLOW CREEK,173044,8.08,,,5,51,,GRAND,40.18701,-105.949749,2018-11-27T15:14:54.9800000,,,,,,
5103676,HUNTINGTON RESERVOIR,,A,RESERVOIR,SHERIFF CREEK,173231,1.2,1987-05-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.093926,-106.085501,1999-02-19T00:00:00.0000000,,,,,,
5103677,JOHNSON RESERVOIR,,A,RESERVOIR,COPPER CREEK,175634,4.28,1996-10-31T00:00:00.0000000,2006-10-31T00:00:00.0000000,5,51,,GRAND,39.981511,-106.253736,1987-10-29T00:00:00.0000000,,,,,,
5103678,ELK MOUNTAIN LAKE,,A,RESERVOIR,KINNEY CREEK,173279,2.93,,,5,51,,GRAND,40.105515,-106.082282,2013-02-26T13:30:43.0570000,,,,,,
5103679,LANGHOLEN RESERVOIR,,A,RESERVOIR,BATTLE CREEK,173242,5.31,1976-07-23T00:00:00.0000000,2020-07-31T00:00:00.0000000,5,51,,GRAND,39.949762,-106.183446,1999-02-19T00:00:00.0000000,,,,,,
5103680,LINKE RESERVOIR,,A,RESERVOIR,TENMILE CREEK,178390,7.5,1976-08-01T00:00:00.0000000,2020-07-31T00:00:00.0000000,5,51,,GRAND,40.050564,-105.93685,2018-10-11T15:52:22.2800000,,,,,,
5103681,LITTLE MUDDY RESERVOIR,,A,RESERVOIR,LITTLE MUDDY CREEK,173245,3.97,2017-10-31T00:00:00.0000000,2020-07-31T00:00:00.0000000,5,51,,GRAND,40.012322,-106.112632,2016-01-25T20:26:10.1470000,,,,,,
5103682,LITTLE BUCKAROO FISH PND,,H,RESERVOIR,COLORADO RIVER,45730,291.1,,,5,51,,GRAND,40.338189,-105.859341,1995-09-27T00:00:00.0000000,,,,,,
5103683,MARIETTA RESERVOIR,,A,RESERVOIR,MARIETTA CREEK,173236,2.12,1985-10-31T00:00:00.0000000,2006-10-31T00:00:00.0000000,5,51,,GRAND,40.074049,-106.040621,1988-09-30T00:00:00.0000000,,,,,,
5103684,MARTE-LINKE RESERVOIR,,A,RESERVOIR,NINEMILE CREEK,178393,3.93,1976-07-12T00:00:00.0000000,2005-10-31T00:00:00.0000000,5,51,,GRAND,39.98615,-105.984073,1988-09-30T00:00:00.0000000,,,,,,
5103685,MAXWELL RESERVOIR,,N,RESERVOIR,COLORADO RIVER,45730,270.93,,,5,51,,GRAND,40.188961,-105.809727,2014-02-17T13:04:37.8000000,,,,,,
5103686,MEADOW CREEK RESERVOIR,,A,RESERVOIR,MEADOW CREEK,178412,8.03,1982-07-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.052504,-105.752179,2017-03-13T17:28:48.6470000,,,,,,
5103687,MOORE RESERVOIR,,H,RESERVOIR,ELLIOTT CREEK,173213,4.42,,,5,51,,GRAND,40.005831,-106.326279,2019-03-26T17:53:58.9830000,,,,,,
5103688,MUSGRAVE RESERVOIR,,A,RESERVOIR,ROCK CREEK,173234,4.94,1976-06-18T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,51,,GRAND,40.111758,-106.211501,2018-10-11T15:52:22.2800000,,,,,,
